,Termin,Program/kurs,Utbildningens namn,Anm.kod,Univ/högskola,Totalt antal sökande,1:a handssökande,Kvinnor 1:a hand,Kvinnor totalt,Män 1:a hand,Män totalt,25-34 1:a hand,25-34 totalt,<= 24 1:a hand,<= 24 totalt,>=35 1:a hand,>=35 totalt,BI,BII,HP
319,HT2019,Program,"Kandidatprogram i språk och översättning, inriktning polska",SU-21941,Stockholms universitet,25,7,5,17,2,7,2,6,2,15,3,3,14.94,-,*
320,HT2019,Program,"Kandidatprogram i språk och översättning, inriktning polska",SU-21941,Stockholms universitet,25,7,5,17,2,7,2,6,2,15,3,3,14.94,-,*
321,HT2019,Program,"Kandidatprogram i språk och översättning, inriktning polska",SU-21941,Stockholms universitet,25,7,5,17,2,7,2,6,2,15,3,3,14.94,-,*
322,HT2019,Program,"Kandidatprogram i språk och översättning, inriktning polska",SU-21941,Stockholms universitet,25,7,5,17,2,7,2,6,2,15,3,3,14.94,-,*
323,HT2019,Program,"Kandidatprogram i språk och översättning, inriktning polska",SU-21941,Stockholms universitet,25,7,5,17,2,7,2,6,2,15,3,3,14.94,-,*
324,HT2019,Program,"Kandidatprogram i språk och översättning, inriktning polska",SU-21941,Stockholms universitet,25,7,5,17,2,7,2,6,2,15,3,3,14.94,-,*
325,HT2019,Program,"Kandidatprogram i språk och översättning, inriktning polska",SU-21941,Stockholms universitet,25,7,5,17,2,7,2,6,2,15,3,3,14.94,-,*
326,HT2019,Program,"Kandidatprogram i språk och översättning, inriktning polska",SU-21941,Stockholms universitet,25,7,5,17,2,7,2,6,2,15,3,3,14.94,-,*
327,HT2019,Program,"Kandidatprogram i språk och översättning, inriktning portugisiska",SU-21943,Stockholms universitet,11,2,2,7,0,4,1,4,0,5,1,2,13.90,-,-
328,HT2019,Program,"Kandidatprogram i språk och översättning, inriktning portugisiska",SU-21943,Stockholms universitet,11,2,2,7,0,4,1,4,0,5,1,2,13.90,-,-
329,HT2019,Program,"Kandidatprogram i språk och översättning, inriktning portugisiska",SU-21943,Stockholms universitet,11,2,2,7,0,4,1,4,0,5,1,2,13.90,-,-
330,HT2019,Program,"Kandidatprogram i språk och översättning, inriktning portugisiska",SU-21943,Stockholms universitet,11,2,2,7,0,4,1,4,0,5,1,2,13.90,-,-
331,HT2019,Program,"Kandidatprogram i språk och översättning, inriktning portugisiska",SU-21943,Stockholms universitet,11,2,2,7,0,4,1,4,0,5,1,2,13.90,-,-
332,HT2019,Program,"Kandidatprogram i språk och översättning, inriktning portugisiska",SU-21943,Stockholms universitet,11,2,2,7,0,4,1,4,0,5,1,2,13.90,-,-
333,HT2019,Program,"Kandidatprogram i språk och översättning, inriktning portugisiska",SU-21943,Stockholms universitet,11,2,2,7,0,4,1,4,0,5,1,2,13.90,-,-
334,HT2019,Program,"Kandidatprogram i språk och översättning, inriktning portugisiska",SU-21943,Stockholms universitet,11,2,2,7,0,4,1,4,0,5,1,2,13.90,-,-
335,HT2019,Program,"Kandidatprogram i språk och översättning, inriktning ryska",SU-21945,Stockholms universitet,31,8,5,16,3,12,4,9,1,12,3,7,-,*,-
336,HT2019,Program,"Kandidatprogram i språk och översättning, inriktning ryska",SU-21945,Stockholms universitet,31,8,5,16,3,12,4,9,1,12,3,7,-,*,-
337,HT2019,Program,"Kandidatprogram i språk och översättning, inriktning ryska",SU-21945,Stockholms universitet,31,8,5,16,3,12,4,9,1,12,3,7,-,*,-
338,HT2019,Program,"Kandidatprogram i språk och översättning, inriktning ryska",SU-21945,Stockholms universitet,31,8,5,16,3,12,4,9,1,12,3,7,-,*,-
339,HT2019,Program,"Kandidatprogram i språk och översättning, inriktning ryska",SU-21945,Stockholms universitet,31,8,5,16,3,12,4,9,1,12,3,7,-,*,-
340,HT2019,Program,"Kandidatprogram i språk och översättning, inriktning ryska",SU-21945,Stockholms universitet,31,8,5,16,3,12,4,9,1,12,3,7,-,*,-
341,HT2019,Program,"Kandidatprogram i språk och översättning, inriktning ryska",SU-21945,Stockholms universitet,31,8,5,16,3,12,4,9,1,12,3,7,-,*,-
342,HT2019,Program,"Kandidatprogram i språk och översättning, inriktning ryska",SU-21945,Stockholms universitet,31,8,5,16,3,12,4,9,1,12,3,7,-,*,-
343,HT2019,Program,"Kandidatprogram i språk och översättning, inriktning spanska",SU-21948,Stockholms universitet,51,8,5,31,3,16,2,20,2,19,4,8,16.81,*,*
344,HT2019,Program,"Kandidatprogram i språk och översättning, inriktning spanska",SU-21948,Stockholms universitet,51,8,5,31,3,16,2,20,2,19,4,8,16.81,*,*
345,HT2019,Program,"Kandidatprogram i språk och översättning, inriktning spanska",SU-21948,Stockholms universitet,51,8,5,31,3,16,2,20,2,19,4,8,16.81,*,*
346,HT2019,Program,"Kandidatprogram i språk och översättning, inriktning spanska",SU-21948,Stockholms universitet,51,8,5,31,3,16,2,20,2,19,4,8,16.81,*,*
347,HT2019,Program,"Kandidatprogram i språk och översättning, inriktning spanska",SU-21948,Stockholms universitet,51,8,5,31,3,16,2,20,2,19,4,8,16.81,*,*
348,HT2019,Program,"Kandidatprogram i språk och översättning, inriktning spanska",SU-21948,Stockholms universitet,51,8,5,31,3,16,2,20,2,19,4,8,16.81,*,*
349,HT2019,Program,"Kandidatprogram i språk och översättning, inriktning spanska",SU-21948,Stockholms universitet,51,8,5,31,3,16,2,20,2,19,4,8,16.81,*,*
350,HT2019,Program,"Kandidatprogram i språk och översättning, inriktning spanska",SU-21948,Stockholms universitet,51,8,5,31,3,16,2,20,2,19,4,8,16.81,*,*
351,HT2019,Program,"Kandidatprogram i språk och översättning, inriktning tyska",SU-21952,Stockholms universitet,19,5,3,8,0,5,1,5,1,7,1,1,*,-,*
352,HT2019,Program,"Kandidatprogram i språk och översättning, inriktning tyska",SU-21952,Stockholms universitet,19,5,3,8,0,5,1,5,1,7,1,1,*,-,*
353,HT2019,Program,"Kandidatprogram i språk och översättning, inriktning tyska",SU-21952,Stockholms universitet,19,5,3,8,0,5,1,5,1,7,1,1,*,-,*
354,HT2019,Program,"Kandidatprogram i språk och översättning, inriktning tyska",SU-21952,Stockholms universitet,19,5,3,8,0,5,1,5,1,7,1,1,*,-,*
355,HT2019,Program,"Kandidatprogram i språk och översättning, inriktning tyska",SU-21952,Stockholms universitet,19,5,3,8,0,5,1,5,1,7,1,1,*,-,*
356,HT2019,Program,"Kandidatprogram i språk och översättning, inriktning tyska",SU-21952,Stockholms universitet,19,5,3,8,0,5,1,5,1,7,1,1,*,-,*
357,HT2019,Program,"Kandidatprogram i språk och översättning, inriktning tyska",SU-21952,Stockholms universitet,19,5,3,8,0,5,1,5,1,7,1,1,*,-,*
358,HT2019,Program,"Kandidatprogram i språk och översättning, inriktning tyska",SU-21952,Stockholms universitet,19,5,3,8,0,5,1,5,1,7,1,1,*,-,*
359,HT2019,Program,Kandidatprogram i företagsekonomi,SU-31788,Stockholms universitet,3115,703,331,1401,360,1663,134,543,543,2447,14,74,19.27,19.45,1.25
360,HT2019,Program,Kandidatprogram i marknadskommunikation (GI),SU-31791,Stockholms universitet,1094,254,186,803,59,269,41,194,200,858,4,20,18.39,20.15,1.00
361,HT2019,Program,Kandidatprogram i internationell företagsekonomi och politik,SU-31792,Stockholms universitet,1478,437,99,508,97,539,48,197,131,798,17,52,19.45,20.54,1.10
362,HT2019,Program,Samhällsplanerarprogrammet,SU-32196,Stockholms universitet,653,100,54,347,45,301,29,146,60,467,10,35,14.55,15.21,0.70
363,HT2019,Program,"Kandidatprogram i kulturgeografi – samhälle, miljö och globala processer",SU-32197,Stockholms universitet,211,27,19,146,7,54,5,58,19,126,2,16,*,*,*
364,HT2019,Program,Kandidatprogram i nationalekonomi och statistik,SU-33927,Stockholms universitet,679,61,19,242,41,421,18,140,41,510,1,13,18.51,19.86,1.25
365,HT2019,Program,Kandidatprogram i pedagogik och folkhälsovetenskap,SU-34387,Stockholms universitet,214,28,22,165,6,47,7,66,18,116,3,30,*,*,*
366,HT2019,Program,Studie- och yrkesvägledarprogrammet,SU-34405,Stockholms universitet,1391,426,357,1130,67,252,206,666,53,282,165,434,16.86,17.53,0.75
367,HT2019,Program,Studie- och yrkesvägledarprogrammet,SU-34405,Stockholms universitet,1391,426,357,1130,67,252,21,62,2,17,42,96,16.86,17.53,0.75
368,HT2019,Program,Studie- och yrkesvägledarprogrammet,SU-34405,Stockholms universitet,1391,426,33,109,32,66,206,666,53,282,165,434,16.86,17.53,0.75
369,HT2019,Program,Studie- och yrkesvägledarprogrammet,SU-34405,Stockholms universitet,1391,426,33,109,32,66,21,62,2,17,42,96,16.86,17.53,0.75
370,HT2016,Program,Yrkeslärarprogrammet,SU-34405,Stockholms universitet,177,65,357,1130,67,252,206,666,53,282,165,434,16.86,17.53,0.75
371,HT2016,Program,Yrkeslärarprogrammet,SU-34405,Stockholms universitet,177,65,357,1130,67,252,21,62,2,17,42,96,16.86,17.53,0.75
372,HT2016,Program,Yrkeslärarprogrammet,SU-34405,Stockholms universitet,177,65,33,109,32,66,206,666,53,282,165,434,16.86,17.53,0.75
373,HT2016,Program,Yrkeslärarprogrammet,SU-34405,Stockholms universitet,177,65,33,109,32,66,21,62,2,17,42,96,16.86,17.53,0.75
374,HT2019,Program,Studie- och yrkesvägledarprogrammet,SU-34406,Stockholms universitet,617,133,99,488,33,127,64,289,42,213,26,113,16.44,17.45,0.70
375,HT2019,Program,Studie- och yrkesvägledarprogrammet,SU-34406,Stockholms universitet,617,133,99,488,33,127,32,61,5,18,59,99,16.44,17.45,0.70
376,HT2019,Program,Studie- och yrkesvägledarprogrammet,SU-34406,Stockholms universitet,617,133,69,129,27,49,64,289,42,213,26,113,16.44,17.45,0.70
377,HT2019,Program,Studie- och yrkesvägledarprogrammet,SU-34406,Stockholms universitet,617,133,69,129,27,49,32,61,5,18,59,99,16.44,17.45,0.70
378,HT2016,Program,Yrkeslärarprogrammet,SU-34406,Stockholms universitet,179,96,99,488,33,127,64,289,42,213,26,113,16.44,17.45,0.70
379,HT2016,Program,Yrkeslärarprogrammet,SU-34406,Stockholms universitet,179,96,99,488,33,127,32,61,5,18,59,99,16.44,17.45,0.70
380,HT2016,Program,Yrkeslärarprogrammet,SU-34406,Stockholms universitet,179,96,69,129,27,49,64,289,42,213,26,113,16.44,17.45,0.70
381,HT2016,Program,Yrkeslärarprogrammet,SU-34406,Stockholms universitet,179,96,69,129,27,49,32,61,5,18,59,99,16.44,17.45,0.70
382,HT2019,Program,Psykologprogrammet,SU-36306,Stockholms universitet,3759,864,598,2655,243,1008,306,1129,381,2120,154,414,21.46,22.19,1.60
383,HT2019,Program,Kandidatprogram i global utveckling,SU-37453,Stockholms universitet,923,150,107,618,36,269,32,200,102,651,9,36,19.55,19.85,1.10
384,HT2019,Program,Kandidatprogram i socialantropologi,SU-37471,Stockholms universitet,344,53,38,250,14,85,14,87,35,229,3,19,*,*,*
385,HT2018,Program,Kandidatprogram i Mångfaldsstudier,SU-01142,Stockholms universitet,181,27,22,149,4,27,14,62,10,107,2,7,*,*,*
386,HT2018,Program,Kandidatprogram i Mångfaldsstudier,SU-01142,Stockholms universitet,181,27,22,149,4,27,14,62,10,107,2,7,*,*,*
387,HT2018,Program,Kandidatprogram för museer och kulturarv,SU-01143,Stockholms universitet,192,39,27,141,12,50,21,74,12,90,6,27,*,*,*
388,HT2018,Program,Kandidatprogram för museer och kulturarv,SU-01143,Stockholms universitet,192,39,27,141,12,50,21,74,12,90,6,27,*,*,*
389,HT2018,Program,Kandidatprogram i latinamerikastudier med inriktning mot portugisiska,SU-07195,Stockholms universitet,48,7,2,13,2,13,1,11,3,14,0,1,*,*,-
390,HT2018,Program,Kandidatprogram i latinamerikastudier med inriktning mot portugisiska,SU-07195,Stockholms universitet,48,7,2,13,2,13,1,11,3,14,0,1,*,*,-
391,HT2018,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07197,Stockholms universitet,90,25,6,40,5,18,6,19,4,30,1,9,*,*,*
392,HT2018,Program,Kandidatprogram i latinamerikastudier med inriktning mot spanska,SU-07197,Stockholms universitet,90,25,6,40,5,18,6,19,4,30,1,9,*,*,*
393,HT2018,Program,Kandidatprogram i språk med inriktning mot portugisiska,SU-07287,Stockholms universitet,10,0,0,5,0,4,0,2,0,6,0,1,*,-,-
394,HT2018,Program,Kandidatprogram i språk med inriktning mot portugisiska,SU-07287,Stockholms universitet,10,0,0,5,0,4,0,2,0,6,0,1,*,-,-
395,HT2018,Program,Kandidatprogram i språk med inriktning mot spanska,SU-07289,Stockholms universitet,39,0,0,20,0,13,0,9,0,21,0,3,*,-,-
396,HT2018,Program,Kandidatprogram i språk med inriktning mot spanska,SU-07289,Stockholms universitet,39,0,0,20,0,13,0,9,0,21,0,3,*,-,-
397,HT2018,Program,Kandidatprogram i språk med inriktning mot tyska,SU-07292,Stockholms universitet,20,0,0,8,0,9,0,4,0,12,0,1,-,-,-
398,HT2018,Program,Kandidatprogram i språk med inriktning mot tyska,SU-07292,Stockholms universitet,20,0,0,8,0,9,0,4,0,12,0,1,-,-,-
399,HT2018,Program,Kandidatprogram i språk med inriktning mot engelska,SU-07295,Stockholms universitet,164,24,15,105,6,42,6,41,14,93,1,13,16.70,20.64,0.95
400,HT2018,Program,Kandidatprogram i språk med inriktning mot engelska,SU-07295,Stockholms universitet,164,24,15,105,6,42,6,41,14,93,1,13,16.70,20.64,0.95
401,HT2018,Program,Kandidatprogram i språk med inriktning mot franska,SU-07299,Stockholms universitet,35,2,1,16,1,14,1,11,1,19,0,0,-,-,-
402,HT2018,Program,Kandidatprogram i språk med inriktning mot franska,SU-07299,Stockholms universitet,35,2,1,16,1,14,1,11,1,19,0,0,-,-,-
403,HT2018,Program,Kandidatprogram i språk med inriktning mot italienska,SU-07302,Stockholms universitet,17,2,1,6,1,8,1,5,1,6,0,3,*,*,-
404,HT2018,Program,Kandidatprogram i språk med inriktning mot italienska,SU-07302,Stockholms universitet,17,2,1,6,1,8,1,5,1,6,0,3,*,*,-
405,HT2018,Program,Kandidatprogram i språk med inriktning mot svenska,SU-07327,Stockholms universitet,40,3,2,25,1,10,1,9,2,20,0,6,*,*,*
406,HT2018,Program,Kandidatprogram i språk med inriktning mot svenska,SU-07327,Stockholms universitet,40,3,2,25,1,10,1,9,2,20,0,6,*,*,*
407,HT2018,Program,Kandidatprogram i språk med inriktning mot ryska,SU-07331,Stockholms universitet,22,0,0,10,0,10,0,6,0,11,0,3,-,-,-
408,HT2018,Program,Kandidatprogram i språk med inriktning mot ryska,SU-07331,Stockholms universitet,22,0,0,10,0,10,0,6,0,11,0,3,-,-,-
409,HT2018,Program,"Kandidatprogram i filosofi, ekonomi och politik",SU-10595,Stockholms universitet,784,69,22,329,44,425,11,128,53,608,2,18,17.08,17.85,1.10
410,HT2018,Program,"Kandidatprogram i filosofi, ekonomi och politik",SU-10595,Stockholms universitet,784,69,22,329,44,425,11,128,53,608,2,18,17.08,17.85,1.10
411,HT2018,Program,Kandidatprogram i filosofi och lingvistik,SU-10603,Stockholms universitet,160,11,4,71,7,86,1,52,9,96,1,9,*,*,*
412,HT2018,Program,Kandidatprogram i filosofi och lingvistik,SU-10603,Stockholms universitet,160,11,4,71,7,86,1,52,9,96,1,9,*,*,*
413,HT2018,Program,"Kandidatprogram i logik, filosofi och matematik",SU-10604,Stockholms universitet,165,20,5,50,14,109,6,50,10,97,3,12,*,*,*
414,HT2018,Program,"Kandidatprogram i logik, filosofi och matematik",SU-10604,Stockholms universitet,165,20,5,50,14,109,6,50,10,97,3,12,*,*,*
415,HT2018,Program,Kandidatprogram i historiska studier,SU-12239,Stockholms universitet,215,25,6,83,17,118,8,56,13,133,2,12,*,*,*
416,HT2018,Program,Kandidatprogram i historiska studier,SU-12239,Stockholms universitet,215,25,6,83,17,118,8,56,13,133,2,12,*,*,*
417,HT2018,Program,Kandidatprogram i teatervetenskap med inriktning mot dramaturgi och scenkritik,SU-14938,Stockholms universitet,111,30,24,78,4,24,12,42,16,53,0,7,*,-,*
418,HT2018,Program,Kandidatprogram i arkeologi,SU-15742,Stockholms universitet,250,32,16,131,16,111,10,73,18,150,4,19,*,*,*
419,HT2018,Program,"Kandidatprogram i klassiska studier, inriktning Antikens kultur och samhällsliv",SU-15751,Stockholms universitet,45,5,4,27,1,17,2,16,3,24,0,4,*,*,-
420,HT2018,Program,Journalistprogrammet - kandidatprogram,SU-18818,Stockholms universitet,1214,218,144,773,68,419,65,294,138,852,9,46,18.90,19.40,1.05
421,HT2018,Program,Kandidatprogram i lingvistik,SU-20161,Stockholms universitet,149,20,10,86,8,59,6,48,11,89,1,8,*,*,*
422,HT2018,Program,Kandidatprogram i teckenspråk och tolkning,SU-21551,Stockholms universitet,96,22,19,79,3,15,7,37,13,51,2,6,*,*,*
423,HT2018,Program,"Kandidatprogram i språk och översättning, inriktning engelska",SU-21622,Stockholms universitet,210,41,31,156,10,44,15,60,19,112,7,28,16.72,16.81,1.20
424,HT2018,Program,"Kandidatprogram i språk och översättning, inriktning engelska",SU-21622,Stockholms universitet,210,41,31,156,10,44,15,60,19,112,7,28,16.72,16.81,*
425,HT2018,Program,"Kandidatprogram i språk och översättning, inriktning engelska",SU-21622,Stockholms universitet,210,41,31,156,10,44,15,60,19,112,7,28,16.72,17.36,1.20
426,HT2018,Program,"Kandidatprogram i språk och översättning, inriktning engelska",SU-21622,Stockholms universitet,210,41,31,156,10,44,15,60,19,112,7,28,16.72,17.36,*
427,HT2018,Program,"Kandidatprogram i språk och översättning, inriktning engelska",SU-21622,Stockholms universitet,210,41,31,156,10,44,15,60,19,112,7,28,11.30,16.81,1.20
428,HT2018,Program,"Kandidatprogram i språk och översättning, inriktning engelska",SU-21622,Stockholms universitet,210,41,31,156,10,44,15,60,19,112,7,28,11.30,16.81,*
429,HT2018,Program,"Kandidatprogram i språk och översättning, inriktning engelska",SU-21622,Stockholms universitet,210,41,31,156,10,44,15,60,19,112,7,28,11.30,17.36,1.20
430,HT2018,Program,"Kandidatprogram i språk och översättning, inriktning engelska",SU-21622,Stockholms universitet,210,41,31,156,10,44,15,60,19,112,7,28,11.30,17.36,*
431,HT2018,Program,"Kandidatprogram i språk och översättning, inriktning engelska",SU-21622,Stockholms universitet,210,41,31,156,10,44,12,44,17,133,3,12,16.72,16.81,1.20
432,HT2018,Program,"Kandidatprogram i språk och översättning, inriktning engelska",SU-21622,Stockholms universitet,210,41,31,156,10,44,12,44,17,133,3,12,16.72,16.81,*
433,HT2018,Program,"Kandidatprogram i språk och översättning, inriktning engelska",SU-21622,Stockholms universitet,210,41,31,156,10,44,12,44,17,133,3,12,16.72,17.36,1.20
434,HT2018,Program,"Kandidatprogram i språk och översättning, inriktning engelska",SU-21622,Stockholms universitet,210,41,31,156,10,44,12,44,17,133,3,12,16.72,17.36,*
435,HT2018,Program,"Kandidatprogram i språk och översättning, inriktning engelska",SU-21622,Stockholms universitet,210,41,31,156,10,44,12,44,17,133,3,12,11.30,16.81,1.20
436,HT2018,Program,"Kandidatprogram i språk och översättning, inriktning engelska",SU-21622,Stockholms universitet,210,41,31,156,10,44,12,44,17,133,3,12,11.30,16.81,*
437,HT2018,Program,"Kandidatprogram i språk och översättning, inriktning engelska",SU-21622,Stockholms universitet,210,41,31,156,10,44,12,44,17,133,3,12,11.30,17.36,1.20
438,HT2018,Program,"Kandidatprogram i språk och översättning, inriktning engelska",SU-21622,Stockholms universitet,210,41,31,156,10,44,12,44,17,133,3,12,11.30,17.36,*
439,HT2018,Program,"Kandidatprogram i språk och översättning, inriktning engelska",SU-21622,Stockholms universitet,210,41,23,140,9,49,15,60,19,112,7,28,16.72,16.81,1.20
440,HT2018,Program,"Kandidatprogram i språk och översättning, inriktning engelska",SU-21622,Stockholms universitet,210,41,23,140,9,49,15,60,19,112,7,28,16.72,16.81,*
441,HT2018,Program,"Kandidatprogram i språk och översättning, inriktning engelska",SU-21622,Stockholms universitet,210,41,23,140,9,49,15,60,19,112,7,28,16.72,17.36,1.20
442,HT2018,Program,"Kandidatprogram i språk och översättning, inriktning engelska",SU-21622,Stockholms universitet,210,41,23,140,9,49,15,60,19,112,7,28,16.72,17.36,*
443,HT2018,Program,"Kandidatprogram i språk och översättning, inriktning engelska",SU-21622,Stockholms universitet,210,41,23,140,9,49,15,60,19,112,7,28,11.30,16.81,1.20
444,HT2018,Program,"Kandidatprogram i språk och översättning, inriktning engelska",SU-21622,Stockholms universitet,210,41,23,140,9,49,15,60,19,112,7,28,11.30,16.81,*
445,HT2018,Program,"Kandidatprogram i språk och översättning, inriktning engelska",SU-21622,Stockholms universitet,210,41,23,140,9,49,15,60,19,112,7,28,11.30,17.36,1.20
446,HT2018,Program,"Kandidatprogram i språk och översättning, inriktning engelska",SU-21622,Stockholms universitet,210,41,23,140,9,49,15,60,19,112,7,28,11.30,17.36,*
447,HT2018,Program,"Kandidatprogram i språk och översättning, inriktning engelska",SU-21622,Stockholms universitet,210,41,23,140,9,49,12,44,17,133,3,12,16.72,16.81,1.20
448,HT2018,Program,"Kandidatprogram i språk och översättning, inriktning engelska",SU-21622,Stockholms universitet,210,41,23,140,9,49,12,44,17,133,3,12,16.72,16.81,*
449,HT2018,Program,"Kandidatprogram i språk och översättning, inriktning engelska",SU-21622,Stockholms universitet,210,41,23,140,9,49,12,44,17,133,3,12,16.72,17.36,1.20
450,HT2018,Program,"Kandidatprogram i språk och översättning, inriktning engelska",SU-21622,Stockholms universitet,210,41,23,140,9,49,12,44,17,133,3,12,16.72,17.36,*
451,HT2018,Program,"Kandidatprogram i språk och översättning, inriktning engelska",SU-21622,Stockholms universitet,210,41,23,140,9,49,12,44,17,133,3,12,11.30,16.81,1.20
452,HT2018,Program,"Kandidatprogram i språk och översättning, inriktning engelska",SU-21622,Stockholms universitet,210,41,23,140,9,49,12,44,17,133,3,12,11.30,16.81,*
453,HT2018,Program,"Kandidatprogram i språk och översättning, inriktning engelska",SU-21622,Stockholms universitet,210,41,23,140,9,49,12,44,17,133,3,12,11.30,17.36,1.20
454,HT2018,Program,"Kandidatprogram i språk och översättning, inriktning engelska",SU-21622,Stockholms universitet,210,41,23,140,9,49,12,44,17,133,3,12,11.30,17.36,*
455,HT2011,Program,Kandidatprogram i arbetslivskommunikation,SU-21622,Stockholms universitet,198,33,31,156,10,44,15,60,19,112,7,28,16.72,16.81,1.20
456,HT2011,Program,Kandidatprogram i arbetslivskommunikation,SU-21622,Stockholms universitet,198,33,31,156,10,44,15,60,19,112,7,28,16.72,16.81,*
457,HT2011,Program,Kandidatprogram i arbetslivskommunikation,SU-21622,Stockholms universitet,198,33,31,156,10,44,15,60,19,112,7,28,16.72,17.36,1.20
458,HT2011,Program,Kandidatprogram i arbetslivskommunikation,SU-21622,Stockholms universitet,198,33,31,156,10,44,15,60,19,112,7,28,16.72,17.36,*
459,HT2011,Program,Kandidatprogram i arbetslivskommunikation,SU-21622,Stockholms universitet,198,33,31,156,10,44,15,60,19,112,7,28,11.30,16.81,1.20
460,HT2011,Program,Kandidatprogram i arbetslivskommunikation,SU-21622,Stockholms universitet,198,33,31,156,10,44,15,60,19,112,7,28,11.30,16.81,*
461,HT2011,Program,Kandidatprogram i arbetslivskommunikation,SU-21622,Stockholms universitet,198,33,31,156,10,44,15,60,19,112,7,28,11.30,17.36,1.20
462,HT2011,Program,Kandidatprogram i arbetslivskommunikation,SU-21622,Stockholms universitet,198,33,31,156,10,44,15,60,19,112,7,28,11.30,17.36,*
463,HT2011,Program,Kandidatprogram i arbetslivskommunikation,SU-21622,Stockholms universitet,198,33,31,156,10,44,12,44,17,133,3,12,16.72,16.81,1.20
464,HT2011,Program,Kandidatprogram i arbetslivskommunikation,SU-21622,Stockholms universitet,198,33,31,156,10,44,12,44,17,133,3,12,16.72,16.81,*
465,HT2011,Program,Kandidatprogram i arbetslivskommunikation,SU-21622,Stockholms universitet,198,33,31,156,10,44,12,44,17,133,3,12,16.72,17.36,1.20
466,HT2011,Program,Kandidatprogram i arbetslivskommunikation,SU-21622,Stockholms universitet,198,33,31,156,10,44,12,44,17,133,3,12,16.72,17.36,*
467,HT2011,Program,Kandidatprogram i arbetslivskommunikation,SU-21622,Stockholms universitet,198,33,31,156,10,44,12,44,17,133,3,12,11.30,16.81,1.20
468,HT2011,Program,Kandidatprogram i arbetslivskommunikation,SU-21622,Stockholms universitet,198,33,31,156,10,44,12,44,17,133,3,12,11.30,16.81,*
469,HT2011,Program,Kandidatprogram i arbetslivskommunikation,SU-21622,Stockholms universitet,198,33,31,156,10,44,12,44,17,133,3,12,11.30,17.36,1.20
470,HT2011,Program,Kandidatprogram i arbetslivskommunikation,SU-21622,Stockholms universitet,198,33,31,156,10,44,12,44,17,133,3,12,11.30,17.36,*
471,HT2011,Program,Kandidatprogram i arbetslivskommunikation,SU-21622,Stockholms universitet,198,33,23,140,9,49,15,60,19,112,7,28,16.72,16.81,1.20
472,HT2011,Program,Kandidatprogram i arbetslivskommunikation,SU-21622,Stockholms universitet,198,33,23,140,9,49,15,60,19,112,7,28,16.72,16.81,*
473,HT2011,Program,Kandidatprogram i arbetslivskommunikation,SU-21622,Stockholms universitet,198,33,23,140,9,49,15,60,19,112,7,28,16.72,17.36,1.20
474,HT2011,Program,Kandidatprogram i arbetslivskommunikation,SU-21622,Stockholms universitet,198,33,23,140,9,49,15,60,19,112,7,28,16.72,17.36,*
475,HT2011,Program,Kandidatprogram i arbetslivskommunikation,SU-21622,Stockholms universitet,198,33,23,140,9,49,15,60,19,112,7,28,11.30,16.81,1.20
476,HT2011,Program,Kandidatprogram i arbetslivskommunikation,SU-21622,Stockholms universitet,198,33,23,140,9,49,15,60,19,112,7,28,11.30,16.81,*
477,HT2011,Program,Kandidatprogram i arbetslivskommunikation,SU-21622,Stockholms universitet,198,33,23,140,9,49,15,60,19,112,7,28,11.30,17.36,1.20
478,HT2011,Program,Kandidatprogram i arbetslivskommunikation,SU-21622,Stockholms universitet,198,33,23,140,9,49,15,60,19,112,7,28,11.30,17.36,*
479,HT2011,Program,Kandidatprogram i arbetslivskommunikation,SU-21622,Stockholms universitet,198,33,23,140,9,49,12,44,17,133,3,12,16.72,16.81,1.20
480,HT2011,Program,Kandidatprogram i arbetslivskommunikation,SU-21622,Stockholms universitet,198,33,23,140,9,49,12,44,17,133,3,12,16.72,16.81,*
481,HT2011,Program,Kandidatprogram i arbetslivskommunikation,SU-21622,Stockholms universitet,198,33,23,140,9,49,12,44,17,133,3,12,16.72,17.36,1.20
482,HT2011,Program,Kandidatprogram i arbetslivskommunikation,SU-21622,Stockholms universitet,198,33,23,140,9,49,12,44,17,133,3,12,16.72,17.36,*
483,HT2011,Program,Kandidatprogram i arbetslivskommunikation,SU-21622,Stockholms universitet,198,33,23,140,9,49,12,44,17,133,3,12,11.30,16.81,1.20
484,HT2011,Program,Kandidatprogram i arbetslivskommunikation,SU-21622,Stockholms universitet,198,33,23,140,9,49,12,44,17,133,3,12,11.30,16.81,*
485,HT2011,Program,Kandidatprogram i arbetslivskommunikation,SU-21622,Stockholms universitet,198,33,23,140,9,49,12,44,17,133,3,12,11.30,17.36,1.20
486,HT2011,Program,Kandidatprogram i arbetslivskommunikation,SU-21622,Stockholms universitet,198,33,23,140,9,49,12,44,17,133,3,12,11.30,17.36,*
487,HT2018,Program,"Kandidatprogram i språk och översättning, inriktning finska",SU-21624,Stockholms universitet,10,3,0,5,2,3,0,1,2,5,0,2,21.87,-,-
488,HT2018,Program,"Kandidatprogram i språk och översättning, inriktning franska",SU-21631,Stockholms universitet,38,7,7,28,0,5,3,13,3,18,1,2,*,*,*
489,HT2018,Program,"Kandidatprogram i språk och översättning, inriktning italienska",SU-21633,Stockholms universitet,16,3,2,11,1,3,1,3,2,8,0,3,19.00,-,-
